 1.000000e+00 -6.020600e+00 
 1.258925e+00 -6.020600e+00 
 1.584893e+00 -6.020600e+00 
 1.995262e+00 -6.020600e+00 
 2.511886e+00 -6.020600e+00 
 3.162278e+00 -6.020600e+00 
 3.981072e+00 -6.020600e+00 
 5.011872e+00 -6.020600e+00 
 6.309573e+00 -6.020600e+00 
 7.943282e+00 -6.020600e+00 
 1.000000e+01 -6.020601e+00 
 1.258925e+01 -6.020603e+00 
 1.584893e+01 -6.020613e+00 
 1.995262e+01 -6.020693e+00 
 2.511886e+01 -6.021394e+00 
 3.162278e+01 -6.028044e+00 
 3.981072e+01 -6.092725e+00 
 5.011872e+01 -6.687703e+00 
 6.309573e+01 -1.026262e+01 
 7.943282e+01 -1.846290e+01 
 1.000000e+02 -2.823443e+01 
 1.258925e+02 -3.821174e+01 
 1.584893e+02 -4.821022e+01 
 1.995262e+02 -5.821063e+01 
 2.511886e+02 -6.821106e+01 
 3.162278e+02 -7.821137e+01 
 3.981072e+02 -8.821157e+01 
 5.011872e+02 -9.821170e+01 
 6.309573e+02 -1.082118e+02 
 7.943282e+02 -1.182118e+02 
 1.000000e+03 -1.282119e+02 
